id,url,Property description
38,https://www.rightmove.co.uk/properties/119341658#/?channel=RES_BUY,"Spacious, four bedroom with two bathrooms semi-detached, Victorian home. Boasting plenty of original charm and character throughout.Internally the property is arranged over three floors and offers flexible accommodation which comprises; a front reception room which has ornate coving, high skirting boards and a marble fire surround, a second reception room, a dining room which opens on to the kitchen, a downstairs WC and access to a cellar ideal for storage. On the first floor you will find three large bedrooms and a family bathroom suite. The top floor consists of a further shower room and double sized bedroom. To the rear of the property is an 85 foot East facing garden and off street parking with a garage.Located on Westcombe Hill you are only moments from Westcombe Park mainline station (London Bridge 20mins) and only a short walk to the Royal Standard which offers an array of convenient shopping and leisure facilities. There are also frequent bus links to North Greenwich, Greenwich and Blackheath Village for further transport links which include; the DLR, the Jubilee Line and further mainline options. There are many highly regarded schools close by including, Invicta, Sherington, Our Lady and Halstow Primary schools."
39,https://www.rightmove.co.uk/properties/122364905#/?channel=RES_BUY,"The house is chain-free and comprises a spacious reception room, leading directly to a long galley kitchen, with access to the south-westerly facing rear patio. On the upper floor there are two bedrooms, a study and a bathroom. An internal viewing is highly recommended.Location:Tucked away on a pretty cobbled street within the Jeffrey’s Street Conservation Area, the house boasts a private patio garden.Prowse Place is a very desirable, quiet corner of Camden Town that is light on traffic, but not far from the buzz of Camden’s famous market. Camden Town Underground station is a seven minute walk and Camden Road Overground station is less than a five minute walk away."
40,https://www.rightmove.co.uk/properties/122342405#/?channel=RES_BUY,"An unmodernised terraced house arranged over three floors offering further extension potential, subject to planning. Horder Road is an attractive residential road running off the southern end of the Munster Road, and therefore benefits from easy access to the nearby Parsons Green area with its plethora of boutique shops, bars, pubs and restaurants as well as excellent transport links - buses and tube (District Line Zone 2).Equally nearby to the west of the property are the open amenity spaces of Bishops Park, Fulham Palace and the Thames Path."
41,https://www.rightmove.co.uk/properties/122238905#/?channel=RES_BUY,"Key FeaturesLot  for sale by auction on 12/05/2022To view the property or see a virtual tour please refer to the full sales particulars on the auctioneers websiteReception Room, Kitchen, Three Bedrooms (one with en-suite), Bathroom/WC, Separate WC GIA Approximately 103.4 sq m (1103 sq ft)Six Lock-up Garages and Workshop (Two Garages each subject to a Long Lease with approximately 32 years unexpired ) Garden A range of local shops and amenities is available within Blackheath approximately 0.6 miles to the west Video Tour BelowKey LocationsThe property is situated on the east side of Morden Road Mews, at its junction with The Keep and Blackheath Park The A2 is easily accessible and affords access to Greenwich to the north and Peckham to the west. The A20 and A205 are also nearby. Southeastern Rail services run from Blackheath station approximately 0.6 miles to the west A range of local shops and amenities is available within Blackheath approximately 0.6 miles to the west The open spaces of Blackheath Common are accessible approximately 0.7 miles to the north westAdditional InformationPhotos and Video Tour are dated December 2021 "
42,https://www.rightmove.co.uk/properties/120622316#/?channel=RES_BUY,"This three bedroom mews house is situated in a well kept private gated development and provides secure off-street parking.  Upon entering the property you are greeted with a generous hallway leading to an open-plan living room/dining room with a fully integrted modern kitchen.There is also a guest WC and laundry cupboard on the ground floor. The first floor provides two double bedrooms both with direct access onto the southwest facing private balcony and are served by the family sized bathroom. The top floor unfolds to provide another large double bedroom with an en suite bathroom.  The property is being sold chain free and is presented in immaculate condition throughout. Octavia Mews is perfectly situated for easy access to central London, approximately 200m from Queen's Park station with the underground (Bakerloo line) and overground to Euston and 24-hour regular bus service.   Salusbury Road offers a wide range of cafes, restaurants, shops and the renowned weekly farmers' market. Queen's Park itself also has tennis courts, a children's play area and pitch and put."
43,https://www.rightmove.co.uk/properties/122323883#/?channel=RES_BUY,"*GUIDE PRICE £1,000,000 - £1,100,000* *Physical Viewings Being Accepted* *Virtual Tour Available* An enchanting three-bedroom Victorian house set on a peaceful tree lined road and sitting within the heart of Crouch Hill.A beautiful dual aspect reception/entertaining space with separate access into the garden occupies the ground floor, along with an inviting hallway that encompasses an understairs WC. The hallway then flows to an open plan kitchen/breakfast room flooded with natural light that leads to a private south facing garden, which includes an outhouse with electric - currently being used as an office. A storage facility at the front of the house then completes the ground floor. The first floor consists of a hallway with loft access and a large storage cupboard, two double bedrooms - one of which has fitted wardrobes, single bedroom, separate WC and master bathroom.The property benefits from a blend of period features that includes, sash windows, high ceilings, Victorian styled wooded floors, Victorian styled doors, and live log burner. Planning consent has been granted for a variety of development and extension options.Thorpedale Road is perfectly located for excellent transport links which include Crouch Hill Overground Station, Finsbury Park Underground Station, Harringay and Hornsey National Rail    Stations, as well as various bus routes allowing for swift and direct access to the City and West End, all of which are within a short walk. As well as the green open spaces of Finsbury Park, the property sits directly on Wray Crescent. Crouch End village and Stroud Green are within a stone throw away, offering a plethora of eateries, shops, and amenities. 3D Virtual Tour - This property has a fully immersive walk through.Butler & Stag is delighted to offer Virtual Viewings to all our residential clients. This innovative 3D property technology allows prospective buyers or tenants to immerse themselves with a virtual walk through of each of our properties 24 hours a day, 7 days a week, whilst in the comfort of their home, work or wherever they may be.Like what you see? Please contact us for more information and to arrange a physical viewing."
44,https://www.rightmove.co.uk/properties/118963370#/?channel=RES_BUY,"A spacious three bedroom apartment situated on the ground floor of this prestigious mansion development. The property has over 1300 sq/ft of space with a fantastic double reception area, separate kitchen and high ceilings.Fitzgeorge Avenue is a popular tree lined road on the edge of Kensginton High Street. Nearest stations are Kensington Olympia and West Kensington and the A4 is nearby for easy access into and out of Central London."
45,https://www.rightmove.co.uk/properties/122437529#/?channel=RES_BUY,"A stunning example of a three double bedroom home, this newly refurbished, light and bright terraced house in the popular Herne Hill Triangle, combines old-school character with a modern twist to make this home one to see immediately. Whether it is cooking in the huge open plan kitchen/diner or relaxing in the afternoon garden sun, the endless opportunity is a luxury. No money has been spared on this renovation, with careful consideration shown to the replacement of all aspects of the property. Alderton Road is a popular residential road in the heart of Herne Hill, local bus routes traverse both Norwood Road & Croxted Road, and Herne Hill railway station offers rapid services to Blackfriars, Victoria & Thameslink. The delights of Brockwell Park with its cafe & lido are moments away. With close access also to Dulwich, which hosts a Saturday market amongst many more things, this home is overall a great location. Early viewings are highly recommended. "
48,https://www.rightmove.co.uk/properties/122439755#/?channel=RES_BUY,"Within a gated mews in Walthamstow Village, setting a new benchmark for sustainable design. The homes are the result of five years of design development and are being built around three main pillars: to be carbon negative, with zero construction waste and net energy positive and so set to incur no utility bills. The homes are fully electric, powered by 198 solar panels all EPC A rated. The majority of the features in the homes have been designed bespoke for The Arbour and include compressed earth brick walls and lampshades made from site soil, worktops made from wood shavings from the timber frame, shower panels from recycled plastics and more. The interior design is by Rockett St George, who have carefully curated each space and fixture to align with the aspirations of the project and debuts their new sustainable furniture range. Materials have been selected to look good, to be low carbon and to require little maintenance.  The Arbour benefits from an abundance of communal landscaped spaces, including a central community garden that will include vegetable patches, foraging, outdoor kitchen and seating. The gardens have been landscaped by the award-winning London Glades, to be self-sustainable over time and to provide a safe and enjoyable space for families to come together. The development also includes a re-use centre, an electric car club vehicle, and electric and traditional bicycles all exclusively reserved for residents."
50,https://www.rightmove.co.uk/properties/119871281#/?channel=RES_BUY,"changingproperty.com presents to you:  ***** GUIDE PRICE £750,000 - £800,000 ***** A GREAT OPPORTUNITY to purchase this FREEHOLD & CHAIN FREE 1073 SqFt THREE DOUBLE bedroom town house arranged over 3 FLOORS located  in the heart of East Greenwich and within 5 minutes walk of Greenwich Park.  Ground floor comprises a large open plan reception with a fully fitted kitchen, guest cloakroom and patio garden, first floor has two double bedrooms, family bathroom, master with en suite shower, top floor has a very large double bedroom/2nd reception with private access to a south facing balconyLocated close to Greenwich Park and benefits great transport links and access into Central London and  Canary Wharf.***** SECURE PARKING SPACE *****"
51,https://www.rightmove.co.uk/properties/80256273#/?channel=RES_BUY,"A three bedroom home located 'Between the Commons' offering the incoming owner the opportunity to extend and update. DescriptionA rare opportunity to purchase a freehold blank canvas ‘Between the Commons’. Owned by the same family for over 50 years this wonderful house offers an amazing opportunity for an incoming owner to extend and update both on the ground floor and the loft (subject to usual consents). This semi-detached house comprises a spacious reception room on the ground floor that in turn leads to the kitchen breakfast room. The almost 40ft garden benefits from a large store and has gated access to the street, ideal for bikes and gardening equipment. On the first floor are two double bedrooms and family bathroom and a further bedroom with the potential to extend into the loft (subject to consents).LocationAlfriston Road is ideally located between the Commons and close to the excellent shops and restaurants on Northcote Road. There are many schools in the area both in the state and private sector. Access north of the river can be achieved from Clapham Junction linking to both Victoria and Waterloo. The wide open spaces of Wandsworth and Clapham Common are also nearby.Square Footage: 844 sq ft "
52,https://www.rightmove.co.uk/properties/121079552#/?channel=RES_BUY,"A charming, well presented family home, situated in a fantastic location in SE22. This lovely family home is set back from the road behind a landscaped front garden and boasting an impressive south facing garden. The property comprises on the ground floor a large reception, set behind the original bay window and boasting lovely original floors and high ceilings. There is a second reception/ reading room that leads through to the kitchen diner to rear. The kitchen is fully fitted and boasts lovely wooden worktops and lots of storage. The first floor comprises two large double bedrooms and a large family bathroom. The loft has been extended to allow a large master en-suite and fourth bedroom to rear.   All bedrooms are presented to a high standard and not too long refurbished. The property is situated close to Lordship Lane and Forest Hill Road with an impressive array of shops, bars and amenities and the green open spaces of Peckham Rye are just a short walk away.  Transport links are provided via East Dulwich station into London Bridge, easy reach to Honor Oak with connections to the East London line.Council Tax Band D"
53,https://www.rightmove.co.uk/properties/120448613#/?channel=RES_BUY,"A beautifully presented home with three bedrooms plus an extra home office/study area.There is a through reception room with two contemporary fireplaces and stripped wooden flooring and direct access onto the garden. The bay window kitchen has space for a dining table and also accesses a sheltered patio area leading onto the lawned garden and further patio area. A downstairs toilet has been added which is ideal for guests or those with young families.Upstairs there is three bedrooms, a separate home office/study area and family bathroom with bath and separate corner shower cubicle.This gorgeous and well maintained family home is ready to move in to, but also has the option of adding more space and value via side return and/or loft extension possibilities subject to the necessary consents.Seymour Road is a popular Harringay Ladder Road and is within the catchment area of local primary schools, Green Lanes has an eclectic mix of independent bakeries, coffee shops, supermarkets and restaurants making it a convenient and vibrant area to call home. Further amenities within a half mile walk include Harringay Station with its fast links into The City and nearby Finsbury Park ideal for relaxation, exercising and dog walking."
54,https://www.rightmove.co.uk/properties/121406567#/?channel=RES_BUY,"SUMMARYA superbly presented four bedroom terraced house offering an entrance hallway with guest cloakroom, an kitchen and living room which opens onto a delightful private garden and BalconyDESCRIPTIONA superbly presented four bedroom terraced house offering an entrance hallway with guest cloakroom, an kitchen and living room which opens onto a delightful private garden, upstairs there is a second reception room which opens onto a roof terrace and could also be used as a bedroom, and a range of three further double bedrooms, two bathrooms and the great advantage of its own parking space in front of the house and the added benefit of access to the residents’ gym.1. MONEY LAUNDERING REGULATIONS: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.3. The measurements indicated are supplied for guidance only and as such must be considered incorrect.4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.5. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTE REPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BE INDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER SEQUENCE (UK) LIMITED NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANY AUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY."
56,https://www.rightmove.co.uk/properties/122027402#/?channel=RES_BUY,"A stunning end of terrace four bedroom Victorian house situated on a popular road within Wanstead located 0.2 miles from the station (Central line.) DescriptionThis chic four bedroom Victorian property has been designed to a high specification throughout where the juxtaposition of the traditional meets contemporary.Downstairs is open plan and comprises a through lounge with dining area leading on to the kitchen. Of particular note is the rustic exposed brick feature wall which instantly stands out upon entering this beautiful home.The kitchen contains a range of fitted units, wooden worktop, duel fuel Rangemaster cooker as well as a skylight flooding the room with natural light. The secluded south facing rear garden is accessed from here via bi-fold doors and benefits from in-built seating and spotlights for evening ambience.The ground floor also comprises under-stairs storage for shoes and coats.On the first floor you will find three bedrooms and a family bathroom that has been sympathetically designed featuring a cast iron bath and walk in shower.A Victorian style balustrade staircase leads to the top floor where the beautifully conceived loft room has been created offering a spacious bedroom and ensuite shower room. The eaves storage is easily accessible containing rails and is therefore currently utilised as a wardrobe.Other features include shutters throughout the house, be-spoke built-in wardrobes, sash double glazed windows and resident's on street permit parking.LocationSydney Road is a sought after turning within Wanstead being 0.2 miles from both the Central line and Wanstead High Street.Local amenities on Wanstead High Street include many independent cafes, bars and restaurants, boutique shops as well as the more widely recognised brands such as The Co-Op, Boots and Costa Coffee. There are also three well regarded pubs, The Duke, The Cuckfield and The Bull.Westfield shopping centre in Stratford is only three stops away on the Central line offering 250 shops and 70 eateries. This is the largest shopping mall in Europe and the new lifestyle destination for East London.If schooling is a consideration then you really are spoilt for choice. There are twelve primary/secondary schools within a one mile radius alone that are currently rated 'good' or 'outstanding' by Ofsted. Wanstead High School and Wanstead Church Primary School are both 0.3 miles away, Nightingale Primary School is 0.7 miles and Forest School is just over one mile away.For the outdoors type, there are many green open spaces nearby including Epping Forest which is 0.5 miles leading to Hollow Ponds where you can hire row boats.When travelling by car you're very well connected both into London and out of London being 0.2 miles from the A12 which joins the M11, Junction 12 (approximately 2.3 miles away) and meets the M25 at Junction 6. All distances above are approximate and school Ofsted ratings may differ.Square Footage: 1,203 sq ft "
58,https://www.rightmove.co.uk/properties/116226380#/?channel=RES_BUY,"Our client has accepted an offer on this property and there are no further viewings taking place (STC), please feel free to register your interest by contacting us.Situated in a prime part of leafy Kingston Vale,  a few hundred metres from both Richmond Park and Wimbledon Common and a short walk to the local primary school.  A detached three bedroom family house on a good size plot with a large frontage and long rear garden. The property offers a great amount of scope and potential to either enlarge the existing property or potentially re-develop altogether. The house is on the market for the first time since new and the vendors are only the second owners since the house was built in the 1930s.Reception Room - 4.34 x 4.01 (14'2"" x 13'1"") - Reception / Dining Room - 4.09 x 3.61 (13'5"" x 11'10"") - Kitchen - 3.25 x 2.74 (10'7"" x 8'11"") - Bedroom - 4.29 x 3.61 (14'0"" x 11'10"") - Bedroom - 4.27 x 3.61 (14'0"" x 11'10"") - Bedroom - 2.54 x 2.38 (8'3"" x 7'9"") - Roof Terrace - 3.73 x 3.61 (12'2"" x 11'10"") - Garage - 4.95 x 2.41 (16'2"" x 7'10"") - Shed - 3.96 x 3.33 (12'11"" x 10'11"") - "
59,https://www.rightmove.co.uk/properties/119758823#/?channel=RES_BUY,"Situated in a gated mews, this three bedroom house comes with the added bonus of secure off-street parking and its own private balcony. Entering the property on the ground floor, you will find the guest WC, laundry cupboard and open-plan living room/dining room with recessed modern kitchen. On the first floor there are two double bedrooms both with direct access onto the private balcony and family sized bathroom. On the top floor is another large double bedroom with en suite bathroom. The property is being sold chain free and is presented in immaculate condition throughout. Listing Agent - Jack Graham-LindseyOctavia Mews is a close to Westbourne Park underground (Hammersmith & City, Circle lines) and to the shops, cafes and restaurants of the world famous Notting Hill Gate and Portobello Road. It is also half a mile to Queens Park underground (Bakerloo line) and the cafes of Salusbury Road."
61,https://www.rightmove.co.uk/properties/121592096#/?channel=RES_BUY,"A fantastic opportunity to purchase this stunning Victorian family home in the highly sought after 'Ministers' area in the heart of Wimbledon.  The property comprises of a bright contemporary open plan kitchen, dining and living area which has been designed to a high specification.  The first floor features the large main bedroom, second bedroom and newly refurbished family bathroom.  The second floor boasts a third large bedroom with ensuite and a space perfect for a dressing room or home office. Every inch of the property has been designed to maximise the light and storage space.  The property has been decorated in a neutral palette throughout and is in impeccable order with added detail including wooden panelling.  The low maintenance garden has been screened to ensure privacy and features artificial grass and built in bench seats with storage.  The current owners have lovingly fully refurbished the property including a rear extension with bifolding doors and also a loft conversion adding a large double bedroom with ensuite and a dressing room or home office. The property is conveniently located in walking distance of the shops in Wimbledon Town Centre, Wimbledon station (District Line, Tram and National Rail) and also South Wimbledon station (Northern Line).Council Tax Band E"
62,https://www.rightmove.co.uk/properties/120969458#/?channel=RES_BUY,"This fabulous Victorian house is situated directly opposite Selwyn Green connecting the property with the green spaces. The current owners have fully refurbished the property in recent years with a minimalist finish throughout and fabulous room proportions. Comprising; two separate reception rooms with working shutters and original cornicing (one currently being used as a bedroom), two bathrooms, three bedrooms, a large storage cellar and a west-facing decked garden. Rarely available in a location that is second to none close to all local amenities such as Victoria Park and Mile End Station. Images are pre-current tenancy."
64,https://www.rightmove.co.uk/properties/117619862#/?channel=RES_BUY,"A huge five double bedroom semi-detached house in need of modernisation for sale on the sought-after Kemble Road with a 100ft private rear garden. This property is set over 2600sq ft and comprises a spacious front reception room complete with bay window, dining room, separate kitchen that leads on to a conservatory, bathroom suite, two WC's, five double bedrooms of which the master boasts an en-suite and a second reception room that leads on to a 100ft private rear garden. Further benefits include off street parking, period features, plenty of storage, an abundance of light and so much more. The property is situated approximately 0.5 miles to Forest Hill station offering excellent transport links into London Bridge, Victoria, Canada Water, Canary Wharf, Shoreditch, Whitechapel, Highbury & Islington and many other locations across the whole of London. It is also very well located for access to various local amenities including a variety of parks, restaurants, supermarkets, coffee shops, cafes and gastro pubs. Offered chain free. Viewings are highly recommended, call the Pedder Forest Hill sales team to arrange a viewing today. EPC: F | Council Tax Band: E | Buildings insurance: TBC"
65,https://www.rightmove.co.uk/properties/120382766#/?channel=RES_BUY,"A bright and spacious four bedroom detached property, in this ever popular Edgeworth Estate area. Internally on the ground floor there is a large entrance hallway which provides an opportunity to use as another room, a large through lounge with double doors opening onto a private patio and beyond a beautiful south facing garden extending over 85 feet. The extended and recently refurbished kitchen has floor to ceiling doors leading onto the patio and to the side two substantial storage sheds. There is also a new downstairs cloakroom. On the first floor there are three spacious double bedrooms, a modern family bathroom and a separate WC. The second floor comprises a stunning 17 foot master bedroom with ensuite with plenty of room for wardrobes.  The property offers substantial potential to extend on both sides and the rear, subject to planning permission. To the front there is ample parking for three cars and a double length garage. Located close to Hendon Central tube station (Northern Line, Zone 3) and Hendon overground station with direct access to the city, plus close to Brent Cross shopping Centre and local amenities. This is a chain free transaction. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, ifthere is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially ifyou are contemplating travelling some distance to view the property. Measurements: These approximate room sizes are only intended as generalguidance. You must verify the dimensions carefully before ordering carpets or any built-in furniture. Services: Please note we have not tested theservices or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey orservice reports before finalizing their offer to purchase. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTEREPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BEINDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER ROUNDTREE NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANYAUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY."
66,https://www.rightmove.co.uk/properties/107852363#/?channel=RES_BUY,"A rare and unique three/four bedroom, detached, family home with integral garage and off street parking for several cars. The property has been greatly improved by the current owners and offers an abundance of light and spacious rooms throughout. Situated on the Bounds Green periphery, this stunning home further comprises large through reception, extended eat in kitchen/diner, downstairs W.C and laundry room.  The star attraction with this property is the 120ft South facing rear garden and further studio room at the rear. Measuring an impressive 779sq ft this space has the potential to be a studio annex, home office, gym, storage or workshop. Further benefitting from an en-suite bathroom to principal bedroom and terrace balcony over the looking the garden. The property has further potential to develop, (STPP), extending over the garage and into the loft. Desirably positioned for a host of amenities, including a short walk to Alexandra Palace, Bounds Green tube station and either Alexandra Palace or Bowes Park British rail stations. Offered chain free."
67,https://www.rightmove.co.uk/properties/116397200#/?channel=RES_BUY,"This superb property boasts large reception with open plan modern kitchen. On the first floor there is a  master bedroom leading onto a balcony, built in wardrobes, shower room and utility cupboard. On the second floor there is a large double bedroom and bathroom. The property is gated and comes with off street parking.Tadema Road is a small residential street between Chelsea's world renowned Kings Road and Lots Road. The closest transport links are found at the new Imperial Wharf Station, with Earl's Court and Fulham Broadway also close by giving access to the underground network."
68,https://www.rightmove.co.uk/properties/121783016#/?channel=RES_BUY,"Varosi are offering a newly refurbished and well-presented 4-bedroom terraced house on Roseberry Gardens set along the Haringey Ladder. The property has undergone an extensive refurbishment offering modern facilities while keeping the period feeling and character of the property.  The property offers a bright & spacious Reception Room and through lounge with a separate modern eat in kitchen finished to a very high standard which opens into a dining area offering double glazed sliding doors leading into the rear garden.   You have 4 bathrooms within the property including a ground floor shower room and W/C, the main First floor family bathroom and two en-suite bathrooms one off the main First floor bedroom and the second within the large loft conversion double bedroom.  The property boats from high specifications throughout including spotlights fitted throughout the property, new modern fitted bathrooms, a fully fitted modern kitchen with spacious and well lighted rooms. Gas central heating system fitted with separate Aircon units installed within all bedrooms, reception rooms and kitchen area.  The owner has also restored the original mosaic tiled flooring and walls tiles at the entrance of the property which offers character to the property while keeping the original features of the building.  Roseberry Gardens is situated off Haringey Green lanes along the Haringey Ladder minutes away from the vibrant Green lanes offering a selection of local shops and amenities. You are also ideally positioned for transport links with a selection of buses along Green Lanes while you are a 5-minute walk to Haringey Green lanes over ground station, a 15-minute walk to both Manor House and Turnpike Lane underground stations and a 5-minute walk to Finsbury Public Park.   Features:  *	London Borough of Haringey*	Freehold Property *	Chain Free *	Double Glazed Windows*	Aircon units fitted in all bedrooms, reception rooms & Kitchen*	4 Bathrooms including 2 main and two en-suites *	Rear Garden with Patio Area*	4 Double Bedrooms *	Modern Kitchen and Dining Area*	Separate Reception room and Through Lounge *	Recently refurbished to a very high standard *	Spotlights fitted throughout *	Gas Central Heating *	5-minute walk to Haringey Green lanes over ground station*      15-minute walk to both Manor House and Turnpike Lane underground stations*	5-minute walk to Finsbury Public Park"
69,https://www.rightmove.co.uk/properties/121792160#/?channel=RES_BUY,"Upon entry, the ground floor consists of a large double reception room featuring wooden flooring, fireplace, bey windows, built-in storage and shelving. The living room flows through to the modern kitchen offering worktops, integrated appliances and cabinets as well as an island and bi-folding doors that give access to the private rear garden. The well-positioned skylights in the kitchen allow for streams of natural light to fill the room. Situated on the first floor is the primary bedroom which features a bay window facing out onto the residential street that fills the room with light and generous built-in storage. The second bedroom is located to the rear of the property and also offers built-in storage. The family bathroom boasts a modern finished, a roll-top bath and a separate freestanding shower. The well-proportioned third bedroom is located on the top floor with additional storage in the eaves. Centrally located in Battersea and ideally placed for access to Clapham Junction mainline station. The green open spaces of Clapham Common and Battersea Park can also be easily accessed via Latchmere Road. Transport is provided by Clapham Junction mainline station, while Clapham Common station (Northern Line) is also nearby.  The many local bus routes offer easy access into Clapham, Nine Elms, and Chelsea."
70,https://www.rightmove.co.uk/properties/120862268#/?channel=RES_BUY,"Set in the hub of East Dulwich and just moments from Goose Green is this fantastic four-bedroom family home. Absolutely ready to move in, the house makes the perfect setting for the growing family, or work-from-home couple, to enjoy all the attractions of Lordship Lane with the advantages of easy access into Central London. Beautiful wood floors greet you upon entry, with broad through reception rooms drawing you into a splendid kitchen complete with bathroom with designated laundry area. A glass-roofed side return extension opens with double doors out to the courtyard and this dining area also has access to a storage space. This storage area running the length of the house, and also accessible from the front of the building, provides a secure space for bikes, tools or sports equipment. The entire ground floor is perfectly geared for family living and entertaining with guests and friends. This house delivers on the volume with four double bedrooms, the master bedroom is a bright loft conversion. The upstairs accommodation also includes a modern bathroom and the unexpected bonus of a private roof terrace. Beautiful colour schemes run throughout the property so that every angle appears as the finished article.Frogley Road runs off Lordship Lane at East Dulwich Road. It’s an easy stroll to the green expanses of Peckham Rye and Dulwich Park or, if you just need to walk the dog, Goose Green is a few minutes away. In a much sought-after location, the house is a stone’s throw from the wonderful selection of restaurants, bars and coffee shops of Lordship Lane and the trendy lifestyle shops and buzzing weekend market of Northcote road. East Dulwich station is just a few minutes away, or you can use Peckham Rye or Denmark Hill for numerous Central London connections. Several excellent local primary and secondary schools are nearby including the popular Charter East Dulwich School.This is a lovely family home with a sunny aspect roof terrace and plenty of living space and in a superbly central East Dulwich location."
71,https://www.rightmove.co.uk/properties/114335867#/?channel=RES_BUY,"Located adjacent to the Hillmarton Conservation and opposite to Biddestone Park, is this extended and newly modernised Three Bedroom, Two Reception, Two Bathroom 1930's terraced house with private rear garden.This wonderful mid-terrace house has been refurbished to a high specification, boasting open-plan kitchen / diner with lounge area on the ground floor, extended by a sunny conservatory and guest bathroom with marble flooring throughout.  The first floor comprises of two spacious double bedrooms, well-proportioned third bedroom and fully tiled family bathroom. There is a range of amenities adjacent to the property stretching along Holloway Road including Cafés, supermarkets and well known eateries. The ever-popular Upper Street is also within walking distance and provides residents with further shopping facilities, restaurants, traditional pubs and Theatre.    Biddestone Road is located just 4 minutes’ walk from Holloway Road Underground Station (Google), Caledonian Road Underground Station and Drayton Park Station are also within easy walking distance."
73,https://www.rightmove.co.uk/properties/81963396#/?channel=RES_BUY,"**Rare renovation project opportunity** The property requires a full renovation program, making for an excellent opportunity for an end-user seeking a sizeable period house whereby they can implement their own style and design. Set in the highly desirable Medway Conservation Area, a house that is visible on the terrace with the old shop facade. Arranged over three storeys comprising of; a double-through lounge, three/four bedrooms, kitchen, a family bathroom, a utility area, a large basement and a west-facing garden. A location with a real sense of community with families and professionals alike. Close to Victoria Park and fabulous independent coffee shops eateries."
74,https://www.rightmove.co.uk/properties/119801456#/?channel=RES_BUY,"The property comprises the ground floor, first, second and third floor.The ground floor comprises a bright dining area and large modern kitchen with a separate WC and access to a generous sized patio garden which is large enough to entertain guests in those summer evenings. As you ascend to the first floor via the exquisite cast-iron spiral staircase, you enter a private reception room. The owners have removed a bedroom (which can be reinstated) to open up the space to create a cosy personal entertainment space to enjoy the evenings with friends and family. Taking the stairs up to the second floor, you'll find a large study area, family bathroom and a charming sizeable double bedroom with built-in wardrobes.Finally, as you walk via another set of cast-iron staircases, you enter the master bedroom with its very own en-suite bathroom and skylights creating a lot of natural light. The property also comes with a private garage located around the back of the building. Also worth noting is that this property is within a secure gated development, which benefits from a rare community spirit with the occasional gathering taking place. This large house is just moments from Wapping (Overground) Station, which give excellent and quick connections to Canary Wharf, West End, Islington and Clapham. It is also close to St. Katherines Dock, Tower Bridge, and the City, making this detached home an exciting prospect."
75,https://www.rightmove.co.uk/properties/119757629#/?channel=RES_BUY,"Virtual Viewing Available!!!Oyster Properties is excited to present this extended four-bedroom home close Southgate Tube Station & Oakleigh Park overground  Station. The ground floor comprises of a spacious through- lounge and kitchen with separate W/C and utility room. There are three bedrooms and a bathroom on the first floor and a bedroom with en -suite on the second floor. Further benefit from a lovely garden, outhouse with a workshop and storage, off street parking for two cars. The property is located near the amenities of Hampden square.  Brunswick Primary and nursery school,Osidge Primary School and Ashmole academy are nearby"
76,https://www.rightmove.co.uk/properties/117955274#/?channel=RES_BUY,"OIEO. A three bedroom period terrace house. This freehold property has a open plan dual aspect living / kitchen area with ample dining space and double doors onto a private rear garden.All of the bars, restaurants and boutiques of both Shoreditch and Islington are also within easy reach. For rail links you have Haggerston (Overground) and Old Street (Northern Line) and bus links taking you in to The City and West End"
